Tanggal,Produk,total_revenue,total_revenue_ema_7,total_revenue_roll_std_7,total_revenue_roll_min_7,total_revenue_roll_max_7,total_revenue_ema_14,total_revenue_roll_std_14,total_revenue_roll_min_14,total_revenue_roll_max_14,total_revenue_lag_1,total_revenue_lag_7,total_revenue_lag_14
2024-03-06,IQIYI VIP,387328.0,226585.59345124586,141946.49899169753,76790.0,502992.0,228027.5858901128,112653.24118172209,76790.0,502992.0,212622.0,261580.0,366202.0
2024-03-07,IQIYI VIP,263496.0,266771.1950884344,148439.4627044978,76790.0,502992.0,249267.64110476442,114550.6484727017,76790.0,502992.0,387328.0,502992.0,176622.0
2024-03-08,IQIYI VIP,301412.0,265952.39631632576,114461.01602105156,76790.0,400286.0,251164.7556241292,112909.889848031,76790.0,502992.0,263496.0,263496.0,202538.0
2024-03-09,IQIYI VIP,251496.0,274817.2972372443,115860.6007168795,76790.0,400286.0,257864.38820757865,112731.80642559583,76790.0,502992.0,301412.0,400286.0,240454.0
2024-03-10,IQIYI VIP,224622.0,268986.9729279332,98038.66484781832,76790.0,387328.0,257015.2697799015,112637.0781893465,76790.0,502992.0,251496.0,76790.0,213580.0
2024-03-11,IQIYI VIP,216454.0,257895.7296959499,69064.1479881807,175664.0,387328.0,252696.1671425813,112333.298795236,76790.0,502992.0,224622.0,175664.0,188622.0
2024-03-12,IQIYI VIP,299496.0,247535.29727196242,62188.291618890624,212622.0,387328.0,247863.87819023713,111218.91342644123,76790.0,502992.0,216454.0,212622.0,125748.0
2024-03-13,IQIYI VIP,127664.0,260525.47295397182,58469.86326223754,216454.0,387328.0,254748.16109820554,104362.55951239413,76790.0,502992.0,299496.0,387328.0,261580.0
2024-03-14,IQIYI VIP,337412.0,227310.10471547887,59725.24038022934,127664.0,301412.0,237803.60628511148,111494.13480035221,76790.0,502992.0,127664.0,263496.0,502992.0
2024-03-15,IQIYI VIP,126706.0,254835.57853660916,70072.7711495087,127664.0,337412.0,251084.72544709663,91189.14569553391,76790.0,400286.0,337412.0,301412.0,263496.0
2024-03-16,IQIYI VIP,352286.0,222803.18390245686,79672.3971224544,126706.0,337412.0,234500.89538748376,97084.79297993088,76790.0,400286.0,126706.0,251496.0,400286.0
2024-03-17,IQIYI VIP,374370.0,255173.88792684264,92987.22692826962,126706.0,352286.0,250205.57600248593,91805.4501448998,76790.0,387328.0,352286.0,224622.0,76790.0
2024-03-18,IQIYI VIP,151664.0,284972.915945132,105116.23914958321,126706.0,374370.0,266760.83253548783,85457.22322391975,126706.0,387328.0,374370.0,216454.0,175664.0
2024-03-19,IQIYI VIP,201580.0,251645.68695884896,112400.80210525524,126706.0,374370.0,251414.5881974228,87512.18659901404,126706.0,387328.0,151664.0,299496.0,212622.0
2024-03-20,IQIYI VIP,202538.0,239129.26521913672,111711.61451659692,126706.0,374370.0,244769.97643776645,88011.37451526323,126706.0,387328.0,201580.0,127664.0,387328.0
2024-03-21,IQIYI VIP,162706.0,229981.44891435254,102500.40907885843,126706.0,374370.0,239139.04624606424,80724.82085714143,126706.0,374370.0,202538.0,337412.0,263496.0
2024-03-22,IQIYI VIP,99832.0,213162.5866857644,98729.56734433706,126706.0,374370.0,228947.97341325568,83406.44793176005,126706.0,374370.0,162706.0,126706.0,301412.0
2024-03-23,IQIYI VIP,125748.0,184829.9400143233,103572.13498399482,99832.0,374370.0,211732.51029148826,88820.13373685586,99832.0,374370.0,99832.0,352286.0,251496.0
2024-03-24,IQIYI VIP,215496.0,170059.45501074247,90127.4067486582,99832.0,374370.0,200267.90891928982,92068.65885239729,99832.0,374370.0,125748.0,374370.0,224622.0
2024-03-25,IQIYI VIP,51832.0,181418.59125805687,43329.68034346265,99832.0,215496.0,202298.3210633845,92023.81933744405,99832.0,374370.0,215496.0,151664.0,216454.0
2024-03-26,IQIYI VIP,62874.0,149021.94344354264,61373.60994682281,51832.0,215496.0,182236.1449215999,101677.28533188488,51832.0,374370.0,51832.0,201580.0,299496.0
2024-03-27,IQIYI VIP,75832.0,127484.95758265698,64766.20286185414,51832.0,215496.0,166321.19226538658,103883.72308552424,51832.0,374370.0,62874.0,202538.0,127664.0
2024-03-28,IQIYI VIP,150706.0,114571.71818699273,59084.75533140012,51832.0,215496.0,154255.9666300017,106969.49709782984,51832.0,374370.0,75832.0,162706.0,337412.0
2024-03-29,IQIYI VIP,50874.0,123605.28864024454,57573.022189216244,51832.0,215496.0,153782.63774600148,97230.34761367929,51832.0,374370.0,150706.0,99832.0,126706.0
2024-03-30,IQIYI VIP,190538.0,105422.46648018342,62062.24411024778,50874.0,215496.0,140061.48604653464,101725.38083465715,50874.0,374370.0,50874.0,125748.0,352286.0
2024-03-31,IQIYI VIP,164622.0,126701.34986013756,70032.42914944058,50874.0,215496.0,146791.6879069967,86602.75388675129,50874.0,374370.0,190538.0,215496.0,374370.0
2024-04-01,IQIYI VIP,214538.0,136181.51239510317,59611.05511564098,50874.0,190538.0,149169.06285273048,58656.13284087298,50874.0,215496.0,164622.0,51832.0,151664.0
2024-04-02,IQIYI VIP,187664.0,155770.63429632736,66004.97474613624,50874.0,214538.0,157884.9211390331,62229.10988868832,50874.0,215496.0,214538.0,62874.0,201580.0
2024-04-03,IQIYI VIP,175664.0,163743.97572224552,61556.340695411,50874.0,214538.0,161855.46498716203,61285.743685435584,50874.0,215496.0,187664.0,75832.0,202538.0
2024-04-04,IQIYI VIP,51832.0,166723.98179168414,53077.56810196788,50874.0,214538.0,163696.60298887378,59562.8042279281,50874.0,215496.0,175664.0,150706.0,162706.0
2024-04-05,IQIYI VIP,100790.0,138000.9863437631,67741.34803725676,50874.0,214538.0,148781.32259035727,63250.55981370628,50874.0,215496.0,51832.0,50874.0,99832.0
2024-04-06,IQIYI VIP,63832.0,128698.23975782233,57701.16102487919,51832.0,214538.0,142382.47957830963,63216.08244551559,50874.0,215496.0,100790.0,190538.0,125748.0
2024-04-07,IQIYI VIP,38874.0,112481.67981836674,64232.87085211706,51832.0,214538.0,131909.08230120168,65650.05719890702,50874.0,215496.0,63832.0,164622.0,215496.0
2024-04-08,IQIYI VIP,75832.0,94079.75986377505,72295.55805099472,38874.0,214538.0,119504.40466104145,63975.96174388414,38874.0,214538.0,38874.0,214538.0,51832.0
2024-04-09,IQIYI VIP,74874.0,89517.81989783129,59658.838593168206,38874.0,187664.0,113681.4173729026,62518.94473106288,38874.0,214538.0,75832.0,187664.0,62874.0
2024-04-10,IQIYI VIP,89748.0,85856.86492337346,45288.71054951858,38874.0,175664.0,108507.09505651558,61833.65197220493,38874.0,214538.0,74874.0,175664.0,75832.0
2024-04-11,IQIYI VIP,75832.0,86829.6486925301,21322.711272255667,38874.0,100790.0,106005.8823823135,61256.73536019523,38874.0,214538.0,89748.0,51832.0,150706.0
2024-04-12,IQIYI VIP,101748.0,84080.23651939757,19621.20613738344,38874.0,100790.0,101982.69806467171,61304.97028646337,38874.0,214538.0,75832.0,100790.0,50874.0
2024-04-13,IQIYI VIP,25916.0,88497.17738954817,19839.266273874488,38874.0,101748.0,101951.40498938215,58921.38401424247,38874.0,214538.0,101748.0,63832.0,190538.0
2024-04-14,IQIYI VIP,63832.0,72851.88304216113,27063.412690866782,25916.0,101748.0,91813.35099079786,59057.836724074594,25916.0,214538.0,25916.0,38874.0,164622.0
2024-04-15,IQIYI VIP,124790.0,70596.91228162085,23895.506032963767,25916.0,101748.0,88082.50419202482,57075.9555248697,25916.0,214538.0,63832.0,75832.0,214538.0
2024-04-16,IQIYI VIP,101748.0,84145.18421121564,31098.650183538117,25916.0,124790.0,92976.83696642151,46832.87852602003,25916.0,187664.0,124790.0,74874.0,187664.0
2024-04-17,IQIYI VIP,38874.0,88545.88815841173,32071.051260480403,25916.0,124790.0,94146.32537089864,37701.2344333999,25916.0,175664.0,101748.0,89748.0,175664.0
2024-04-18,IQIYI VIP,103664.0,76127.9161188088,35919.21551534881,25916.0,124790.0,86776.68198811216,28509.987717821095,25916.0,124790.0,38874.0,75832.0,51832.0
2024-04-19,IQIYI VIP,101748.0,83011.9370891066,37393.99332207526,25916.0,124790.0,89028.32438969721,28847.956039732,25916.0,124790.0,103664.0,101748.0,100790.0
2024-04-20,IQIYI VIP,73916.0,87695.95281682996,37393.99332207526,25916.0,124790.0,90724.28113773758,28909.369079442196,25916.0,124790.0,101748.0,25916.0,63832.0
2024-04-21,IQIYI VIP,150706.0,84250.96461262247,29339.430211625422,38874.0,124790.0,88483.17698603924,28674.36722622063,25916.0,124790.0,73916.0,63832.0,38874.0
2024-04-22,IQIYI VIP,49916.0,100864.72345946686,35634.67101413591,38874.0,150706.0,96779.55338790067,32297.30330933104,25916.0,150706.0,150706.0,124790.0,75832.0
2024-04-23,IQIYI VIP,150706.0,88127.54259460015,37891.39339141329,38874.0,150706.0,90531.07960284724,33636.44985252307,25916.0,150706.0,49916.0,101748.0,74874.0
2024-04-24,IQIYI VIP,12958.0,103772.15694595012,44630.362801679155,38874.0,150706.0,98554.4023224676,37876.09749093533,25916.0,150706.0,150706.0,38874.0,89748.0
2024-04-25,IQIYI VIP,62874.0,81068.61770946259,50776.588868718216,12958.0,150706.0,87141.54867947193,43046.295905023435,12958.0,150706.0,12958.0,103664.0,75832.0
2024-04-26,IQIYI VIP,12958.0,76519.96328209694,51542.31131059293,12958.0,150706.0,83905.87552220901,43374.07953965211,12958.0,150706.0,62874.0,101748.0,101748.0
2024-04-27,IQIYI VIP,289412.0,60629.4724615727,57621.55176337258,12958.0,150706.0,74446.15878591448,46794.16691576675,12958.0,150706.0,12958.0,73916.0,25916.0
2024-04-28,IQIYI VIP,126706.0,117825.10434617952,99944.89703641218,12958.0,289412.0,103108.27094779254,71330.09263161759,12958.0,289412.0,289412.0,150706.0,63832.0
2024-04-29,IQIYI VIP,111832.0,120045.32825963464,98485.37317456494,12958.0,289412.0,106254.6348214202,71156.62810732657,12958.0,289412.0,126706.0,49916.0,124790.0
2024-04-30,IQIYI VIP,235664.0,117991.99619472597,95901.26728295187,12958.0,289412.0,106998.2835118975,70894.13542617018,12958.0,289412.0,111832.0,150706.0,101748.0
2024-05-01,IQIYI VIP,212622.0,147409.99714604448,106729.918342203,12958.0,289412.0,124153.71237697784,79753.29608883227,12958.0,289412.0,235664.0,12958.0,38874.0
2024-05-02,IQIYI VIP,102706.0,163712.99785953335,99218.43484429884,12958.0,289412.0,135949.48406004746,81548.5324547074,12958.0,289412.0,212622.0,62874.0,103664.0
2024-05-03,IQIYI VIP,188622.0,148461.24839465,94394.01371858682,12958.0,289412.0,131517.0195187078,81564.70723903197,12958.0,289412.0,102706.0,12958.0,101748.0
2024-05-04,IQIYI VIP,240454.0,158501.4362959875,70310.40233814894,102706.0,289412.0,139131.0169162134,83269.9277170335,12958.0,289412.0,188622.0,289412.0,73916.0
2024-05-05,IQIYI VIP,150706.0,178989.57722199062,59313.30572155834,102706.0,240454.0,152640.74799405164,86880.85788083514,12958.0,289412.0,240454.0,126706.0,150706.0
2024-05-06,IQIYI VIP,200622.0,171918.68291649298,56756.580045631614,102706.0,240454.0,152382.78159484474,86880.85788083514,12958.0,289412.0,150706.0,111832.0,49916.0
2024-05-07,IQIYI VIP,150706.0,179094.51218736975,49025.962736959234,102706.0,240454.0,158814.67738219877,84270.94717765882,12958.0,289412.0,200622.0,235664.0,150706.0
2024-05-08,IQIYI VIP,189580.0,171997.3841405273,46337.26122987539,102706.0,240454.0,157733.5203979056,84270.94717765882,12958.0,289412.0,150706.0,212622.0,12958.0
2024-05-09,IQIYI VIP,87832.0,176393.03810539548,44244.20874882408,102706.0,240454.0,161979.71767818488,74888.50689150869,12958.0,289412.0,189580.0,102706.0,62874.0
2024-05-10,IQIYI VIP,201580.0,154252.7785790466,48440.19709566285,87832.0,240454.0,152093.35532109355,72595.59906332217,12958.0,289412.0,87832.0,188622.0,12958.0
2024-05-11,IQIYI VIP,164622.0,166084.58393428495,49390.742787923875,87832.0,240454.0,158691.57461161443,58473.98123670317,87832.0,289412.0,201580.0,240454.0,289412.0
2024-05-12,IQIYI VIP,176622.0,165718.9379507137,39921.55932158288,87832.0,201580.0,159482.29799673252,48872.67585570374,87832.0,240454.0,164622.0,150706.0,126706.0
2024-05-13,IQIYI VIP,251496.0,168444.7034630353,39720.769032981014,87832.0,201580.0,161767.59159716818,47356.902494906404,87832.0,240454.0,176622.0,200622.0,111832.0
2024-05-14,IQIYI VIP,151664.0,189207.52759727646,50114.14562775662,87832.0,251496.0,173731.37938421243,48308.16515539898,87832.0,251496.0,251496.0,150706.0,235664.0
2024-05-15,IQIYI VIP,152622.0,179821.64569795734,50039.161595123216,87832.0,251496.0,170789.0621329841,46363.34814754575,87832.0,251496.0,151664.0,189580.0,212622.0
2024-05-16,IQIYI VIP,162706.0,173021.734273468,50165.79119755001,87832.0,251496.0,168366.7871819196,45524.721539299426,87832.0,251496.0,152622.0,87832.0,102706.0
2024-05-17,IQIYI VIP,136790.0,170442.800705101,35769.14054906893,151664.0,251496.0,167612.01555766363,41094.975052035945,87832.0,251496.0,162706.0,201580.0,188622.0
2024-05-18,IQIYI VIP,176622.0,162029.60052882574,37644.40077760248,136790.0,251496.0,163502.41348330848,42229.930400704376,87832.0,251496.0,136790.0,164622.0,240454.0
2024-05-19,IQIYI VIP,136790.0,165677.7003966193,37582.355984335656,136790.0,251496.0,165251.69168553402,37539.06008208167,87832.0,251496.0,176622.0,176622.0,150706.0
2024-05-20,IQIYI VIP,75832.0,158455.77529746448,39828.36005375345,136790.0,251496.0,161456.79946079614,38214.79428984759,87832.0,251496.0,136790.0,251496.0,200622.0
2024-05-21,IQIYI VIP,89748.0,137799.83147309837,32316.141474648713,75832.0,176622.0,150040.15953268998,43935.12671710796,75832.0,251496.0,75832.0,151664.0,150706.0
2024-05-22,IQIYI VIP,76790.0,125786.87360482378,37278.21169581609,75832.0,176622.0,142001.20492833134,47607.141032587584,75832.0,251496.0,89748.0,152622.0,189580.0
2024-05-23,IQIYI VIP,237580.0,113537.65520361783,41419.43187626265,75832.0,176622.0,133306.37760455383,50555.68819682832,75832.0,251496.0,76790.0,162706.0,87832.0
2024-05-24,IQIYI VIP,176622.0,144548.24140271338,59395.51131027923,75832.0,237580.0,147209.52725728,53115.91267705437,75832.0,251496.0,237580.0,136790.0,201580.0
2024-05-25,IQIYI VIP,299496.0,152566.68105203504,61696.12444724149,75832.0,237580.0,151131.19028964266,51892.45698367133,75832.0,251496.0,176622.0,176622.0,164622.0
2024-05-26,IQIYI VIP,51832.0,189299.01078902627,86728.5459174335,75832.0,299496.0,170913.16491769033,64784.39263069042,75832.0,299496.0,299496.0,136790.0,176622.0
2024-05-27,IQIYI VIP,160790.0,154932.2580917697,95396.27519233346,51832.0,299496.0,155035.67626199828,71234.80062487657,51832.0,299496.0,51832.0,75832.0,251496.0
2024-05-28,IQIYI VIP,200622.0,156396.6935688273,90562.15918888181,51832.0,299496.0,155802.91942706518,65742.45425601615,51832.0,299496.0,160790.0,89748.0,151664.0
2024-05-29,IQIYI VIP,174706.0,167453.02017662046,86628.9927866998,51832.0,299496.0,161778.79683678984,67181.8731028272,51832.0,299496.0,200622.0,76790.0,152622.0
2024-05-30,IQIYI VIP,75832.0,169266.26513246534,75947.04431754685,51832.0,299496.0,163502.42392521785,67443.9978761377,51832.0,299496.0,174706.0,237580.0,162706.0
2024-05-31,IQIYI VIP,139664.0,145907.698849349,81986.23655921065,51832.0,299496.0,151813.03406852213,70514.51734311064,51832.0,299496.0,75832.0,176622.0,136790.0
2024-06-01,IQIYI VIP,214538.0,144346.77413701173,82140.85957554568,51832.0,299496.0,150193.16285938586,70483.98488457341,51832.0,299496.0,139664.0,299496.0,176622.0
2024-06-02,IQIYI VIP,242370.0,161894.5806027588,61309.053398102755,51832.0,214538.0,158772.47447813442,72368.86340740127,51832.0,299496.0,214538.0,51832.0,136790.0
2024-06-03,IQIYI VIP,303328.0,182013.4354520691,54779.25956661572,75832.0,242370.0,169918.81121438317,76199.2537393874,51832.0,299496.0,242370.0,160790.0,75832.0
2024-06-04,IQIYI VIP,188622.0,212342.0765890518,73074.60098387387,75832.0,303328.0,187706.70305246543,81339.94732527866,51832.0,303328.0,303328.0,200622.0,89748.0
2024-06-05,IQIYI VIP,240454.0,206412.05744178884,73006.95188294121,75832.0,303328.0,187828.74264547005,77616.26693102212,51832.0,303328.0,188622.0,174706.0,76790.0
2024-06-06,IQIYI VIP,276454.0,214922.54308134163,74726.22658618275,75832.0,303328.0,194845.44362607403,72786.26070206518,51832.0,303328.0,240454.0,75832.0,237580.0
2024-06-07,IQIYI VIP,189580.0,230305.40731100622,54629.196075079984,139664.0,303328.0,205726.58447593084,75302.68273799047,51832.0,303328.0,276454.0,139664.0,176622.0
2024-06-08,IQIYI VIP,201580.0,220124.05548325466,42989.35925706902,188622.0,303328.0,203573.70654580675,75124.34630429964,51832.0,303328.0,189580.0,214538.0,299496.0
2024-06-09,IQIYI VIP,174706.0,215488.041612441,44349.05063030703,188622.0,303328.0,203307.87900636587,69172.26362963943,51832.0,303328.0,201580.0,242370.0,51832.0
2024-06-10,IQIYI VIP,263496.0,205292.53120933077,49459.618299029804,174706.0,303328.0,199494.29513885043,57016.1765634287,75832.0,303328.0,174706.0,303328.0,160790.0
2024-06-11,IQIYI VIP,164622.0,219843.39840699808,40402.95572403216,174706.0,276454.0,208027.8557870037,58340.93995407739,75832.0,303328.0,263496.0,188622.0,200622.0
2024-06-12,IQIYI VIP,102706.0,206038.04880524857,44270.42840585691,164622.0,276454.0,202240.40834873656,59386.82319530788,75832.0,303328.0,164622.0,240454.0,174706.0
2024-06-13,IQIYI VIP,167496.0,180205.03660393643,59501.40856275911,102706.0,276454.0,188969.15390223835,64936.75875313323,75832.0,303328.0,102706.0,276454.0,75832.0
2024-06-14,IQIYI VIP,163664.0,177027.77745295232,48169.446332711756,102706.0,263496.0,186106.06671527322,55570.84459389753,102706.0,303328.0,167496.0,189580.0,139664.0
2024-06-15,IQIYI VIP,176622.0,173686.83308971423,48359.60600099453,102706.0,263496.0,183113.7911532368,53741.25310562293,102706.0,303328.0,163664.0,201580.0,214538.0
2024-06-16,IQIYI VIP,187664.0,174420.6248172857,47141.07187903939,102706.0,263496.0,182248.2189994719,54267.965858483876,102706.0,303328.0,176622.0,174706.0,242370.0
2024-06-17,IQIYI VIP,315328.0,177731.46861296427,47457.45395213532,102706.0,263496.0,182970.32313287564,53250.96849245658,102706.0,303328.0,187664.0,263496.0,303328.0
2024-06-18,IQIYI VIP,253412.0,212130.6014597232,64512.3551784204,102706.0,315328.0,200618.01338182556,55105.16915283561,102706.0,315328.0,315328.0,164622.0,188622.0
2024-06-19,IQIYI VIP,175664.0,222450.9510947924,68966.71065984007,102706.0,315328.0,207657.21159758215,56689.9875300201,102706.0,315328.0,253412.0,102706.0,240454.0
2024-06-20,IQIYI VIP,163664.0,210754.21332109428,57146.43844087047,163664.0,315328.0,203391.45005123786,56264.918237616796,102706.0,315328.0,175664.0,167496.0,276454.0
2024-06-21,IQIYI VIP,241412.0,198981.6599908207,57589.95825331926,163664.0,315328.0,198094.45671107282,52572.59448599621,102706.0,315328.0,163664.0,163664.0,189580.0
2024-06-22,IQIYI VIP,176622.0,209589.24499311554,55723.48264335938,163664.0,315328.0,203870.12914959644,54125.0951777453,102706.0,315328.0,241412.0,176622.0,201580.0
2024-06-23,IQIYI VIP,315328.0,201347.43374483666,55723.48264335938,163664.0,315328.0,200237.0452629836,54358.04826748784,102706.0,315328.0,176622.0,187664.0,174706.0
2024-06-24,IQIYI VIP,199664.0,229842.5753086275,64937.20894320413,163664.0,315328.0,215582.5058945858,62711.53709514026,102706.0,315328.0,315328.0,315328.0,263496.0
2024-06-25,IQIYI VIP,202538.0,222297.93148147064,54875.53921028075,163664.0,315328.0,213460.03844197438,60396.293548309855,102706.0,315328.0,199664.0,253412.0,164622.0
2024-06-26,IQIYI VIP,279328.0,217357.948611103,52725.5054264651,163664.0,315328.0,212003.76664971112,59518.23215648256,102706.0,315328.0,202538.0,175664.0,102706.0
2024-06-27,IQIYI VIP,415160.0,232850.46145832725,55718.36409419562,163664.0,315328.0,220980.3310964163,55189.01001622892,163664.0,315328.0,279328.0,163664.0,167496.0
2024-06-28,IQIYI VIP,339328.0,278427.84609374544,83401.30800732899,176622.0,415160.0,246870.95361689414,74794.32738921036,163664.0,415160.0,415160.0,241412.0,163664.0
2024-06-29,IQIYI VIP,310538.0,293652.8845703091,87589.21465568712,176622.0,415160.0,259198.55980130826,76919.7301145882,163664.0,415160.0,339328.0,176622.0,176622.0
2024-06-30,IQIYI VIP,310538.0,297874.16342773184,76311.26289836185,199664.0,415160.0,266043.8184944672,75970.95426817785,163664.0,415160.0,310538.0,315328.0,187664.0
2024-07-01,IQIYI VIP,363328.0,301040.12257079885,76115.16792960797,199664.0,415160.0,271976.3760285382,74629.0015223289,163664.0,415160.0,310538.0,199664.0,315328.0
2024-07-02,IQIYI VIP,452118.0,316612.09192809917,66937.79596866714,202538.0,415160.0,284156.5925580665,78177.7813358335,163664.0,415160.0,363328.0,202538.0,253412.0
2024-07-03,IQIYI VIP,267328.0,350488.56894607435,61934.61412074663,279328.0,452118.0,306551.44688365766,92184.90342104418,163664.0,452118.0,452118.0,279328.0,175664.0
2024-07-04,IQIYI VIP,252454.0,329698.4267095558,64426.52845794914,267328.0,452118.0,301321.6539658366,87186.2574710154,163664.0,452118.0,267328.0,415160.0,163664.0
2024-07-05,IQIYI VIP,260622.0,310387.32003216684,66807.91162444094,252454.0,452118.0,294805.96677039174,80382.56931930962,176622.0,452118.0,252454.0,339328.0,241412.0
2024-07-06,IQIYI VIP,202538.0,297945.99002412515,71061.04240185443,252454.0,452118.0,290248.1045343395,79562.89503749373,176622.0,452118.0,260622.0,310538.0,176622.0
2024-07-07,IQIYI VIP,217412.0,274093.99251809384,83294.19653138852,202538.0,452118.0,278553.42392976093,76824.50528815153,199664.0,452118.0,202538.0,310538.0,315328.0
2024-07-08,IQIYI VIP,151664.0,259923.49438857037,88821.77244883389,202538.0,452118.0,270401.2340724595,79526.84882961992,199664.0,452118.0,217412.0,363328.0,199664.0
2024-07-09,IQIYI VIP,341244.0,232858.6207914278,94724.78577034698,151664.0,452118.0,254569.60286279826,84634.44310382442,151664.0,452118.0,151664.0,452118.0,202538.0
2024-07-10,IQIYI VIP,251496.0,259954.96559357084,59538.892607709895,151664.0,341244.0,266126.1891477585,82002.15445950179,151664.0,452118.0,341244.0,267328.0,279328.0
2024-07-11,IQIYI VIP,224622.0,257840.22419517813,58706.61387904166,151664.0,341244.0,264175.4972613907,82807.39626200245,151664.0,452118.0,251496.0,252454.0,415160.0
2024-07-12,IQIYI VIP,315328.0,249535.6681463836,58636.0002826155,151664.0,341244.0,258901.6976265386,77071.53970361369,151664.0,452118.0,224622.0,260622.0,339328.0
2024-07-13,IQIYI VIP,139664.0,265983.7511097877,65734.03559800684,151664.0,341244.0,266425.2046096668,75952.36615533047,151664.0,452118.0,315328.0,202538.0,310538.0
2024-07-14,IQIYI VIP,262538.0,234403.8133323408,75786.4927015364,139664.0,341244.0,249523.71066171123,83987.17277675768,139664.0,452118.0,139664.0,217412.0,310538.0
2024-07-15,IQIYI VIP,265412.0,241437.3599992556,76010.6123004265,139664.0,341244.0,251258.94924014976,83086.83822085445,139664.0,452118.0,262538.0,151664.0,363328.0
2024-07-16,IQIYI VIP,217412.0,247431.0199994417,65123.93465210365,139664.0,341244.0,253146.02267479646,78094.87341393439,139664.0,452118.0,265412.0,341244.0,452118.0
2024-07-17,IQIYI VIP,251496.0,239926.26499958127,54424.921068692085,139664.0,315328.0,248381.48631815694,54815.66775241203,139664.0,341244.0,217412.0,251496.0,267328.0
2024-07-18,IQIYI VIP,262538.0,242818.69874968595,54424.921068692085,139664.0,315328.0,248796.75480906933,54385.58691519157,139664.0,341244.0,251496.0,224622.0,252454.0
2024-07-19,IQIYI VIP,186706.0,247748.52406226448,54584.422939324744,139664.0,315328.0,250628.92083452677,54635.630389571794,139664.0,341244.0,262538.0,315328.0,260622.0
2024-07-20,IQIYI VIP,152622.0,232487.89304669836,48206.24720234255,139664.0,265412.0,242105.86472325653,56071.72294207012,139664.0,341244.0,186706.0,139664.0,202538.0
2024-07-21,IQIYI VIP,64790.0,212521.41978502378,44413.8673668058,152622.0,265412.0,230174.68276015567,59760.66119590204,139664.0,341244.0,152622.0,262538.0,217412.0
2024-07-22,IQIYI VIP,88790.0,175588.56483876784,72855.74821260889,64790.0,265412.0,208123.39172546825,74595.76364956322,64790.0,341244.0,64790.0,265412.0,151664.0
2024-07-23,IQIYI VIP,113748.0,153888.92362907587,76951.79346775985,64790.0,262538.0,192212.27282873914,80703.82885874434,64790.0,341244.0,88790.0,217412.0,341244.0
2024-07-24,IQIYI VIP,63832.0,143853.6927218069,77382.37576015429,64790.0,262538.0,181750.36978490726,76341.56821753165,64790.0,315328.0,113748.0,251496.0,251496.0
2024-07-25,IQIYI VIP,124790.0,123848.26954135517,72813.51100552952,63832.0,262538.0,166027.92048025294,82770.62924866361,63832.0,315328.0,63832.0,262538.0,224622.0
2024-07-26,IQIYI VIP,36958.0,124083.70215601637,45583.70849118689,63832.0,186706.0,160529.5310828859,83520.71610901442,63832.0,315328.0,124790.0,186706.0,315328.0
2024-07-27,IQIYI VIP,113748.0,102302.27661701228,40407.5039683516,36958.0,152622.0,144053.32693850112,81752.73836808927,36958.0,265412.0,36958.0,152622.0,139664.0
2024-07-28,IQIYI VIP,88790.0,105163.70746275921,32648.77841220848,36958.0,124790.0,140012.61668003432,82523.25019407163,36958.0,265412.0,113748.0,64790.0,262538.0
2024-07-29,IQIYI VIP,124790.0,101070.2805970694,31196.59121183056,36958.0,124790.0,133182.93445602973,78481.90943897038,36958.0,265412.0,88790.0,88790.0,265412.0
2024-07-30,IQIYI VIP,137748.0,107000.21044780205,33804.22442465367,36958.0,124790.0,132063.8765285591,70493.88579908812,36958.0,262538.0,124790.0,113748.0,217412.0
2024-07-31,IQIYI VIP,112790.0,114687.15783585154,37055.40084534907,36958.0,137748.0,132821.75965808457,66434.49079397596,36958.0,262538.0,137748.0,63832.0,251496.0
2024-08-01,IQIYI VIP,252454.0,114212.86837688865,33868.29364577092,36958.0,137748.0,130150.85837033996,56408.69177901317,36958.0,262538.0,112790.0,124790.0,262538.0
2024-08-02,IQIYI VIP,201580.0,148773.15128266648,65494.031176966884,36958.0,252454.0,146457.94392096132,54472.534583952736,36958.0,252454.0,252454.0,36958.0,186706.0
2024-08-03,IQIYI VIP,125748.0,161974.86346199986,58226.037124624025,88790.0,252454.0,153807.55139816648,56022.804917988964,36958.0,252454.0,201580.0,113748.0,152622.0
2024-08-04,IQIYI VIP,215496.0,152918.14759649988,57237.904267647515,88790.0,252454.0,150066.27787841094,55267.60226508651,36958.0,252454.0,125748.0,88790.0,64790.0
2024-08-05,IQIYI VIP,123832.0,168562.6106973749,54965.85497335953,112790.0,252454.0,158790.24082795615,58698.41405368217,36958.0,252454.0,215496.0,124790.0,88790.0
2024-08-06,IQIYI VIP,189580.0,157379.95802303118,55090.18647895218,112790.0,252454.0,154129.14205089532,57604.36814862332,36958.0,252454.0,123832.0,137748.0,113748.0
2024-08-07,IQIYI VIP,136790.0,165429.96851727337,53960.41558843117,112790.0,252454.0,158855.92311077594,59378.64021405562,36958.0,252454.0,189580.0,112790.0,63832.0
2024-08-08,IQIYI VIP,136790.0,158269.97638795502,50003.55009301619,123832.0,252454.0,155913.80002933915,55582.99319965507,36958.0,252454.0,136790.0,252454.0,124790.0
2024-08-09,IQIYI VIP,200622.0,152899.98229096626,39218.71557353838,123832.0,215496.0,153363.96002542725,55392.83120059416,36958.0,252454.0,136790.0,201580.0,36958.0
